date,total_confirm,total_dead,total_heal,total_input,total_severe,total_suspect,today_confirm,today_dead,today_heal,today_input,today_severe,today_storeConfirm,today_suspect,name
2020-03-03,1,0,0,0,0,0,1,0,0,,,,0.0,突尼斯
2020-03-08,2,0,0,0,0,0,1,0,0,0.0,0.0,,0.0,突尼斯
2020-03-09,5,0,0,0,0,0,3,0,0,0.0,0.0,,0.0,突尼斯
2020-03-11,7,0,0,0,0,0,2,0,0,0.0,0.0,,0.0,突尼斯
2020-03-12,13,0,0,0,0,0,6,0,0,0.0,0.0,,0.0,突尼斯
2020-03-13,16,0,0,0,0,0,3,0,0,0.0,0.0,,0.0,突尼斯
2020-03-14,18,0,0,0,0,0,2,0,0,0.0,0.0,,0.0,突尼斯
2020-03-15,20,0,0,0,0,0,2,0,0,0.0,0.0,,0.0,突尼斯
2020-03-17,24,0,0,0,0,0,4,0,0,0.0,0.0,,0.0,突尼斯
2020-03-19,39,0,0,0,0,0,15,0,0,0.0,0.0,,0.0,突尼斯
2020-03-20,54,0,0,0,0,0,15,0,0,0.0,0.0,,0.0,突尼斯
2020-03-21,60,1,0,0,0,0,6,1,0,0.0,0.0,,0.0,突尼斯
2020-03-22,75,3,0,0,0,0,15,2,0,0.0,0.0,,0.0,突尼斯
2020-03-23,89,3,0,0,0,0,14,0,0,0.0,0.0,,0.0,突尼斯
2020-03-24,114,3,0,0,0,0,25,0,0,0.0,0.0,,0.0,突尼斯
2020-03-25,173,5,0,0,0,0,59,2,0,0.0,0.0,,0.0,突尼斯
2020-03-26,197,5,2,0,0,0,24,0,2,0.0,0.0,,0.0,突尼斯
2020-03-27,227,6,2,0,0,0,30,1,0,0.0,0.0,,0.0,突尼斯
2020-03-28,278,6,2,0,0,0,51,0,0,0.0,0.0,,0.0,突尼斯
2020-03-29,362,8,3,0,0,0,84,2,1,0.0,0.0,,0.0,突尼斯
2020-03-31,394,10,3,0,0,0,32,2,0,0.0,0.0,,0.0,突尼斯
2020-04-01,423,12,3,0,0,0,29,2,0,0.0,0.0,,0.0,突尼斯
2020-04-02,455,14,3,0,0,0,32,2,0,0.0,0.0,,0.0,突尼斯
2020-04-03,495,14,3,0,0,0,40,0,0,0.0,0.0,,0.0,突尼斯
2020-04-04,553,19,5,0,0,0,58,5,2,0.0,0.0,,0.0,突尼斯
2020-04-05,574,22,5,0,0,0,21,3,0,0.0,0.0,,0.0,突尼斯
2020-04-06,596,22,5,0,0,0,22,0,0,0.0,0.0,,0.0,突尼斯
2020-04-07,623,23,5,0,0,0,27,1,0,0.0,0.0,,0.0,突尼斯
2020-04-08,628,24,25,0,0,0,5,1,20,0.0,0.0,,0.0,突尼斯
2020-04-09,643,25,25,0,0,0,15,1,0,0.0,0.0,,0.0,突尼斯
2020-04-10,671,25,25,0,0,0,28,0,0,0.0,0.0,,0.0,突尼斯
2020-04-11,685,28,25,0,0,0,14,3,0,0.0,0.0,,0.0,突尼斯
2020-04-12,707,31,43,0,0,0,22,3,18,0.0,0.0,,0.0,突尼斯
2020-04-13,726,34,43,0,0,0,19,3,0,0.0,0.0,,0.0,突尼斯
2020-04-14,747,34,43,0,0,0,21,0,0,0.0,0.0,,0.0,突尼斯
2020-04-15,780,35,43,0,0,0,33,1,0,0.0,0.0,,0.0,突尼斯
2020-04-16,822,37,43,0,0,0,42,2,0,0.0,0.0,,0.0,突尼斯
2020-04-17,864,37,43,0,0,0,42,0,0,0.0,0.0,,0.0,突尼斯
2020-04-18,866,37,43,0,0,0,2,0,0,0.0,0.0,,0.0,突尼斯
2020-04-19,879,38,43,0,0,0,13,1,0,0.0,0.0,,0.0,突尼斯
2020-04-20,884,38,43,0,0,0,5,0,0,0.0,0.0,,0.0,突尼斯
2020-04-21,901,38,170,0,0,0,17,0,127,0.0,0.0,,0.0,突尼斯
2020-04-22,909,38,190,0,0,0,8,0,20,0.0,0.0,,0.0,突尼斯
2020-04-23,918,38,190,0,0,0,9,0,0,0.0,0.0,,0.0,突尼斯
2020-04-24,922,38,194,0,0,0,4,0,4,0.0,0.0,,0.0,突尼斯
2020-04-25,939,38,207,0,0,0,17,0,13,0.0,0.0,,0.0,突尼斯
2020-04-26,949,38,216,0,0,0,10,0,9,0.0,0.0,,0.0,突尼斯
2020-04-27,967,39,279,0,0,0,18,1,63,0.0,0.0,,0.0,突尼斯
2020-04-29,980,40,294,0,0,0,13,1,15,0.0,0.0,,0.0,突尼斯
2020-04-30,994,41,305,0,0,0,14,1,11,0.0,0.0,,0.0,突尼斯
2020-05-01,998,41,316,0,0,0,4,0,11,0.0,0.0,,0.0,突尼斯
2020-05-02,1009,42,323,0,0,0,11,1,7,0.0,0.0,,0.0,突尼斯
2020-05-04,1018,43,406,0,0,0,9,1,83,0.0,0.0,,0.0,突尼斯
2020-05-05,1022,43,482,0,0,0,4,0,76,0.0,0.0,,0.0,突尼斯
2020-05-06,1025,43,591,0,0,0,3,0,109,0.0,0.0,,0.0,突尼斯
2020-05-07,1026,44,600,0,0,0,1,1,9,0.0,0.0,,0.0,突尼斯
2020-05-08,1030,45,638,0,0,0,4,1,38,0.0,0.0,,0.0,突尼斯
2020-05-10,1032,45,660,0,0,0,2,0,22,0.0,0.0,,0.0,突尼斯
2020-05-11,1032,45,660,0,0,0,0,0,0,0.0,,,,突尼斯
2020-05-12,1032,45,727,0,0,0,0,0,67,0.0,0.0,,0.0,突尼斯
2020-05-13,1032,45,759,0,0,0,0,0,32,0.0,0.0,,0.0,突尼斯
2020-05-14,1032,45,770,0,0,0,0,0,11,0.0,0.0,,0.0,突尼斯
2020-05-16,1035,45,802,0,0,0,3,0,32,0.0,0.0,,0.0,突尼斯
2020-05-17,1037,45,807,0,0,0,2,0,5,0.0,0.0,,0.0,突尼斯
2020-05-18,1043,46,816,0,0,0,6,1,9,0.0,0.0,,0.0,突尼斯
2020-05-19,1044,47,826,0,0,0,1,1,10,0.0,0.0,,0.0,突尼斯
2020-05-20,1044,47,826,0,0,0,0,0,0,0.0,0.0,,0.0,突尼斯
2020-05-21,1046,47,883,0,0,0,2,0,57,0.0,0.0,,0.0,突尼斯
2020-05-22,1048,47,903,0,0,0,2,0,20,0.0,0.0,,0.0,突尼斯
2020-05-23,1048,48,914,0,0,0,0,1,11,0.0,0.0,,0.0,突尼斯
2020-05-24,1051,48,917,0,0,0,3,0,3,0.0,0.0,,0.0,突尼斯
2020-05-25,1051,48,919,0,0,0,0,0,2,0.0,0.0,,0.0,突尼斯
2020-05-26,1051,48,919,0,0,0,0,0,0,0.0,,,,突尼斯
2020-05-27,1051,48,929,0,0,0,0,0,10,0.0,0.0,,0.0,突尼斯
2020-05-28,1068,48,938,0,0,0,17,0,9,0.0,0.0,,0.0,突尼斯
2020-05-29,1071,48,946,0,0,0,3,0,8,0.0,0.0,,0.0,突尼斯
2020-05-30,1076,48,950,0,0,0,5,0,4,0.0,0.0,,0.0,突尼斯
2020-05-31,1077,48,960,0,0,0,1,0,10,0.0,0.0,,0.0,突尼斯
2020-06-01,1084,48,964,0,0,0,7,0,4,0.0,0.0,,0.0,突尼斯
2020-06-02,1086,48,965,0,0,0,2,0,1,0.0,0.0,,0.0,突尼斯
2020-06-03,1087,49,965,0,0,0,1,1,0,0.0,0.0,,0.0,突尼斯
2020-06-04,1087,49,968,0,0,0,0,0,3,0.0,0.0,,0.0,突尼斯
2020-06-05,1087,49,969,0,0,0,0,0,1,0.0,0.0,,0.0,突尼斯
2020-06-06,1087,49,977,0,0,0,0,0,8,0.0,0.0,,0.0,突尼斯
2020-06-07,1087,49,982,0,0,0,0,0,5,0.0,0.0,,0.0,突尼斯
2020-06-08,1087,49,982,0,0,0,0,0,0,0.0,,,,突尼斯
2020-06-09,1087,49,982,0,0,0,0,0,0,0.0,,,,突尼斯
2020-06-10,1087,49,983,0,0,0,0,0,1,0.0,0.0,,0.0,突尼斯
2020-06-11,1087,49,989,0,0,0,0,0,6,0.0,0.0,,0.0,突尼斯
2020-06-12,1093,49,995,0,0,0,6,0,6,0.0,0.0,,0.0,突尼斯
2020-06-13,1094,49,995,0,0,0,1,0,0,0.0,0.0,,0.0,突尼斯
2020-06-14,1096,49,998,0,0,0,2,0,3,0.0,0.0,,0.0,突尼斯
2020-06-18,1132,50,1006,0,0,0,36,1,8,0.0,,,,突尼斯
2020-06-19,1146,50,1014,0,0,0,14,0,8,0.0,,,,突尼斯
2020-06-20,1156,50,1017,0,0,0,10,0,3,0.0,,,,突尼斯
2020-06-21,1157,50,1020,0,0,0,1,0,3,0.0,,,,突尼斯
2020-06-22,1159,50,1020,0,0,0,2,0,0,0.0,,,,突尼斯
2020-06-23,1159,50,1020,0,0,0,0,0,0,0.0,,,,突尼斯
2020-06-24,1159,50,1023,0,0,0,0,0,3,0.0,,,,突尼斯
2020-06-25,1162,50,1023,0,0,0,3,0,0,0.0,,,,突尼斯
2020-06-26,1164,50,1023,0,0,0,2,0,0,0.0,,,,突尼斯
2020-06-27,1164,50,1023,0,0,0,0,0,0,0.0,,,,突尼斯
2020-06-28,1169,50,1029,0,0,0,5,0,6,0.0,,,,突尼斯
2020-06-29,1169,50,1029,0,0,0,0,0,0,0.0,,,,突尼斯
2020-06-30,1172,50,1029,0,0,0,3,0,0,0.0,,,,突尼斯
2020-07-01,1174,50,1031,0,0,0,2,0,2,0.0,,,,突尼斯
2020-07-02,1175,50,1038,0,0,0,1,0,7,0.0,,,,突尼斯
2020-07-03,1178,50,1039,0,0,0,3,0,1,0.0,,,,突尼斯
2020-07-06,1188,50,1048,0,0,0,10,0,9,0.0,,,,突尼斯
2020-07-07,1199,50,1049,0,0,0,11,0,1,0.0,,,,突尼斯
2020-07-08,1205,50,1049,0,0,0,6,0,0,0.0,,,,突尼斯
2020-07-09,1221,50,1050,0,0,0,16,0,1,0.0,,,,突尼斯
2020-07-10,1240,50,1067,0,0,0,19,0,17,0.0,,,,突尼斯
2020-07-11,1240,50,1067,0,0,0,0,0,0,0.0,,,,突尼斯
2020-07-12,1263,50,1076,0,0,0,23,0,9,0.0,,,,突尼斯
2020-07-13,1302,50,1082,0,0,0,39,0,6,0.0,,,,突尼斯
2020-07-14,1302,50,1082,0,0,0,0,0,0,0.0,,,,突尼斯
2020-07-15,1306,50,1087,0,0,0,4,0,5,0.0,,,,突尼斯
2020-07-16,1327,50,1093,0,0,0,21,0,6,0.0,,,,突尼斯
2020-07-17,1327,50,1093,0,0,0,0,0,0,0.0,,,,突尼斯
2020-07-18,1336,50,1095,0,0,0,9,0,2,0.0,,,,突尼斯
2020-07-19,1374,50,1097,0,0,0,38,0,2,0.0,,,,突尼斯
2020-07-20,1374,50,1097,0,0,0,0,0,0,0.0,,,,突尼斯
2020-07-21,1381,50,1099,0,0,0,7,0,2,0.0,,,,突尼斯
2020-07-22,1389,50,1103,0,0,0,8,0,4,0.0,,,,突尼斯
2020-07-23,1394,50,1108,0,0,0,5,0,5,0.0,,,,突尼斯
2020-07-24,1406,50,1118,0,0,0,12,0,10,0.0,,,,突尼斯
2020-07-25,1425,50,1124,0,0,0,19,0,6,0.0,,,,突尼斯
2020-07-26,1443,50,1133,0,0,0,18,0,9,0.0,,,,突尼斯
2020-07-27,1452,50,1142,0,0,0,9,0,9,0.0,,,,突尼斯
2020-07-28,1455,50,1157,0,0,0,3,0,15,0.0,,,,突尼斯
2020-07-29,1468,50,1168,0,0,0,13,0,11,0.0,,,,突尼斯
2020-07-30,1514,50,1187,0,0,0,46,0,19,0.0,,,,突尼斯
2020-07-31,1514,50,1187,0,0,0,0,0,0,0.0,,,,突尼斯
2020-08-01,1535,50,1195,0,0,0,21,0,8,0.0,,,,突尼斯
2020-08-02,1552,51,1217,0,0,0,17,1,22,0.0,,,,突尼斯
2020-08-03,1561,51,1221,0,0,0,9,0,4,0.0,,,,突尼斯
2020-08-04,1565,51,1225,0,0,0,4,0,4,0.0,,,,突尼斯
2020-08-05,1601,51,1233,0,0,0,36,0,8,0.0,,,,突尼斯
2020-08-06,1601,51,1233,0,0,0,0,0,0,0.0,,,,突尼斯
2020-08-07,1642,51,1241,0,0,0,41,0,8,0.0,,,,突尼斯
2020-08-08,1656,51,1251,0,0,0,14,0,10,0.0,,,,突尼斯
2020-08-09,1678,51,1259,0,0,0,22,0,8,0.0,,,,突尼斯
2020-08-11,1717,51,1265,0,0,0,39,0,6,0.0,,,,突尼斯
2020-03-09,2,0,0,0,0,0,2,0,0,,0.0,,0.0,塞尔维亚
2020-03-10,5,0,0,0,0,0,3,0,0,0.0,0.0,,0.0,塞尔维亚
2020-03-11,12,0,0,0,0,0,7,0,0,0.0,0.0,,0.0,塞尔维亚
2020-03-12,24,0,0,0,0,0,12,0,0,0.0,0.0,,0.0,塞尔维亚
2020-03-13,35,0,0,0,0,0,11,0,0,0.0,0.0,,0.0,塞尔维亚
2020-03-14,46,0,0,0,0,0,11,0,0,0.0,0.0,,0.0,塞尔维亚
2020-03-15,48,0,0,0,0,0,2,0,0,0.0,0.0,,0.0,塞尔维亚
2020-03-16,65,0,0,0,0,0,17,0,0,0.0,0.0,,0.0,塞尔维亚
2020-03-17,83,0,0,0,0,0,18,0,0,0.0,0.0,,0.0,塞尔维亚
2020-03-18,89,0,0,0,0,0,6,0,0,0.0,0.0,,0.0,塞尔维亚
2020-03-19,103,0,0,0,0,0,14,0,0,0.0,0.0,,0.0,塞尔维亚
2020-03-20,118,1,0,0,0,0,15,1,0,0.0,0.0,,0.0,塞尔维亚
2020-03-21,171,1,0,0,0,0,53,0,0,0.0,0.0,,0.0,塞尔维亚
2020-03-22,222,2,0,0,0,0,51,1,0,0.0,0.0,,0.0,塞尔维亚
2020-03-23,249,3,0,0,0,0,27,1,0,0.0,0.0,,0.0,塞尔维亚
2020-03-24,303,3,0,0,0,0,54,0,0,0.0,0.0,,0.0,塞尔维亚
2020-03-25,384,4,0,0,0,0,81,1,0,0.0,0.0,,0.0,塞尔维亚
2020-03-26,457,4,0,0,0,0,73,0,0,0.0,0.0,,0.0,塞尔维亚
2020-03-28,659,4,0,0,0,0,202,0,0,0.0,0.0,,0.0,塞尔维亚
2020-03-29,741,13,0,0,0,0,82,9,0,0.0,0.0,,0.0,塞尔维亚
2020-03-30,785,16,0,0,0,0,44,3,0,0.0,0.0,,0.0,塞尔维亚
2020-03-31,900,23,0,0,0,0,115,7,0,0.0,0.0,,0.0,塞尔维亚
2020-04-01,1060,24,0,0,0,0,160,1,0,0.0,0.0,,0.0,塞尔维亚
2020-04-02,1171,31,0,0,0,0,111,7,0,0.0,0.0,,0.0,塞尔维亚
2020-04-03,1476,44,0,0,0,0,305,13,0,0.0,0.0,,0.0,塞尔维亚
2020-04-04,1624,44,0,0,0,0,148,0,0,0.0,0.0,,0.0,塞尔维亚
2020-04-05,1908,51,0,0,0,0,284,7,0,0.0,0.0,,0.0,塞尔维亚
2020-04-06,2200,58,0,0,0,0,292,7,0,0.0,0.0,,0.0,塞尔维亚
2020-04-07,2447,61,0,0,0,0,247,3,0,0.0,0.0,,0.0,塞尔维亚
2020-04-08,2666,65,0,0,0,0,219,4,0,0.0,0.0,,0.0,塞尔维亚
2020-04-09,2867,66,118,0,0,0,201,1,118,0.0,0.0,,0.0,塞尔维亚
2020-04-10,3105,71,118,0,0,0,238,5,0,0.0,0.0,,0.0,塞尔维亚
2020-04-11,3380,74,118,0,0,0,275,3,0,0.0,0.0,,0.0,塞尔维亚
2020-04-12,4054,85,400,0,0,0,674,11,282,0.0,0.0,,0.0,塞尔维亚
2020-04-14,4465,94,400,0,0,0,411,9,0,0.0,0.0,,0.0,塞尔维亚
2020-04-15,4873,99,400,0,0,0,408,5,0,0.0,0.0,,0.0,塞尔维亚
2020-04-16,5318,103,443,0,0,0,445,4,43,0.0,0.0,,0.0,塞尔维亚
2020-04-17,5690,110,534,0,0,0,372,7,91,0.0,0.0,,0.0,塞尔维亚
2020-04-18,5994,117,637,0,0,0,304,7,103,0.0,0.0,,0.0,塞尔维亚
2020-04-19,6318,122,753,0,0,0,324,5,116,0.0,0.0,,0.0,塞尔维亚
2020-04-20,6630,125,870,0,0,0,312,3,117,0.0,0.0,,0.0,塞尔维亚
2020-04-21,6890,130,977,0,0,0,260,5,107,0.0,0.0,,0.0,塞尔维亚
2020-04-22,7114,134,1025,0,0,0,224,4,48,0.0,0.0,,0.0,塞尔维亚
2020-04-23,7276,139,1063,0,0,0,162,5,38,0.0,0.0,,0.0,塞尔维亚
2020-04-24,7483,144,1094,0,0,0,207,5,31,0.0,0.0,,0.0,塞尔维亚
2020-04-25,7779,151,1152,0,0,0,296,7,58,0.0,0.0,,0.0,塞尔维亚
2020-04-26,8042,156,1182,0,0,0,263,5,30,0.0,0.0,,0.0,塞尔维亚
2020-04-27,8275,162,1209,0,0,0,233,6,27,0.0,0.0,,0.0,塞尔维亚
2020-04-28,8497,168,1260,0,0,0,222,6,51,0.0,0.0,,0.0,塞尔维亚
2020-04-29,8724,173,1292,0,0,0,227,5,32,0.0,0.0,,0.0,塞尔维亚
2020-04-30,9009,179,1343,0,0,0,285,6,51,0.0,0.0,,0.0,塞尔维亚
2020-05-01,9205,185,1397,0,0,0,196,6,54,0.0,0.0,,0.0,塞尔维亚
2020-05-02,9362,189,1426,0,0,0,157,4,29,0.0,0.0,,0.0,塞尔维亚
2020-05-03,9464,193,1551,0,0,0,102,4,125,0.0,0.0,,0.0,塞尔维亚
2020-05-04,9557,197,1574,0,0,0,93,4,23,0.0,0.0,,0.0,塞尔维亚
2020-05-05,9677,200,1723,0,0,0,120,3,149,0.0,0.0,,0.0,塞尔维亚
2020-05-06,9791,203,1971,0,0,0,114,3,248,0.0,0.0,,0.0,塞尔维亚
2020-05-07,9848,206,2160,0,0,0,57,3,189,0.0,0.0,,0.0,塞尔维亚
2020-05-08,9943,209,2453,0,0,0,95,3,293,0.0,0.0,,0.0,塞尔维亚
2020-05-09,10032,213,2732,0,0,0,89,4,279,0.0,0.0,,0.0,塞尔维亚
2020-05-10,10114,215,3006,0,0,0,82,2,274,0.0,0.0,,0.0,塞尔维亚
2020-05-11,10176,218,3290,0,0,0,62,3,284,0.0,0.0,,0.0,塞尔维亚
2020-05-12,10243,220,3600,0,0,0,67,2,310,0.0,0.0,,0.0,塞尔维亚
2020-05-13,10295,222,3824,0,0,0,52,2,224,0.0,0.0,,0.0,塞尔维亚
2020-05-14,10374,224,4084,0,0,0,79,2,260,0.0,0.0,,0.0,塞尔维亚
2020-05-15,10438,225,4301,0,0,0,64,1,217,0.0,0.0,,0.0,塞尔维亚
2020-05-16,10496,228,4479,0,0,0,58,3,178,0.0,0.0,,0.0,塞尔维亚
2020-05-17,10610,230,4713,0,0,0,114,2,234,0.0,0.0,,0.0,塞尔维亚
2020-05-18,10699,231,4799,0,0,0,89,1,86,0.0,0.0,,0.0,塞尔维亚
2020-05-19,10733,234,4904,0,0,0,34,3,105,0.0,0.0,,0.0,塞尔维亚
2020-05-20,10833,235,5067,0,0,0,100,1,163,0.0,0.0,,0.0,塞尔维亚
2020-05-21,10919,237,5370,0,0,0,86,2,303,0.0,0.0,,0.0,塞尔维亚
2020-05-22,11024,237,5541,0,0,0,105,0,171,0.0,0.0,,0.0,塞尔维亚
2020-05-23,11092,238,5699,0,0,0,68,1,158,0.0,0.0,,0.0,塞尔维亚
2020-05-24,11159,238,5857,0,0,0,67,0,158,0.0,0.0,,0.0,塞尔维亚
2020-05-25,11193,239,5920,0,0,0,34,1,63,0.0,0.0,,0.0,塞尔维亚
2020-05-26,11227,239,6067,0,0,0,34,0,147,0.0,0.0,,0.0,塞尔维亚
2020-05-27,11275,240,6277,0,0,0,48,1,210,0.0,0.0,,0.0,塞尔维亚
2020-05-28,11300,241,6438,0,0,0,25,1,161,0.0,0.0,,0.0,塞尔维亚
2020-05-29,11354,242,6524,0,0,0,54,1,86,0.0,0.0,,0.0,塞尔维亚
2020-05-30,11381,242,6606,0,0,0,27,0,82,0.0,0.0,,0.0,塞尔维亚
2020-05-31,11412,243,6698,0,0,0,31,1,92,0.0,0.0,,0.0,塞尔维亚
2020-06-01,11430,244,6726,0,0,0,18,1,28,0.0,0.0,,0.0,塞尔维亚
2020-06-02,11454,245,6766,0,0,0,24,1,40,0.0,0.0,,0.0,塞尔维亚
2020-06-03,11523,245,6852,0,0,0,69,0,86,0.0,0.0,,0.0,塞尔维亚
2020-06-04,11571,246,6910,0,0,0,48,1,58,0.0,0.0,,0.0,塞尔维亚
2020-06-05,11667,247,6931,0,0,0,96,1,21,0.0,0.0,,0.0,塞尔维亚
2020-06-06,11741,248,11056,0,0,0,74,1,4125,0.0,0.0,,0.0,塞尔维亚
2020-06-07,11823,249,11348,0,0,0,82,1,292,0.0,0.0,,0.0,塞尔维亚
2020-06-08,11896,250,11348,0,0,0,73,1,0,0.0,0.0,,0.0,塞尔维亚
2020-06-09,11965,250,11348,0,0,0,69,0,0,0.0,0.0,,0.0,塞尔维亚
2020-06-10,12031,251,11348,0,0,0,66,1,0,0.0,0.0,,0.0,塞尔维亚
2020-06-11,12102,252,11348,0,0,0,71,1,0,0.0,0.0,,0.0,塞尔维亚
2020-06-12,12175,252,11348,0,0,0,73,0,0,0.0,0.0,,0.0,塞尔维亚
2020-06-13,12251,253,11348,0,0,0,76,1,0,0.0,0.0,,0.0,塞尔维亚
2020-06-14,12310,254,11348,0,0,0,59,1,0,0.0,0.0,,0.0,塞尔维亚
2020-06-17,12522,257,11697,0,0,0,212,3,349,0.0,,,,塞尔维亚
2020-06-18,12616,258,11769,0,0,0,94,1,72,0.0,,,,塞尔维亚
2020-06-19,12709,259,11822,0,0,0,93,1,53,0.0,,,,塞尔维亚
2020-06-20,12803,260,11889,0,0,0,94,1,67,0.0,,,,塞尔维亚
2020-06-21,12894,261,11947,0,0,0,91,1,58,0.0,,,,塞尔维亚
2020-06-22,12990,262,11997,0,0,0,96,1,50,0.0,,,,塞尔维亚
2020-06-23,13092,263,12054,0,0,0,102,1,57,0.0,,,,塞尔维亚
2020-06-24,13235,263,12111,0,0,0,143,0,57,0.0,,,,塞尔维亚
2020-06-25,13372,264,12154,0,0,0,137,1,43,0.0,,,,塞尔维亚
2020-06-26,13565,265,12232,0,0,0,193,1,78,0.0,,,,塞尔维亚
2020-06-27,13792,267,12338,0,0,0,227,2,106,0.0,,,,塞尔维亚
2020-06-28,14046,270,12464,0,0,0,254,3,126,0.0,,,,塞尔维亚
2020-06-29,14288,274,12581,0,0,0,242,4,117,0.0,,,,塞尔维亚
2020-06-30,14564,277,12662,0,0,0,276,3,81,0.0,,,,塞尔维亚
2020-07-01,14836,281,12772,0,0,0,272,4,110,0.0,,,,塞尔维亚
2020-07-02,15195,287,12912,0,0,0,359,6,140,0.0,,,,塞尔维亚
2020-07-03,15504,298,13064,0,0,0,309,11,152,0.0,,,,塞尔维亚
2020-07-06,16420,317,13366,0,0,0,916,19,302,0.0,,,,塞尔维亚
2020-07-07,16719,330,13447,0,0,0,299,13,81,0.0,,,,塞尔维亚
2020-07-08,17076,341,13562,0,0,0,357,11,115,0.0,,,,塞尔维亚
2020-07-09,17342,352,13651,0,0,0,266,11,89,0.0,,,,塞尔维亚
2020-07-10,17728,370,13719,0,0,0,386,18,68,0.0,,,,塞尔维亚
2020-07-11,18073,382,13780,0,0,0,345,12,61,0.0,,,,塞尔维亚
2020-07-12,18360,393,13876,0,0,0,287,11,96,0.0,,,,塞尔维亚
2020-07-13,18639,405,13940,0,0,0,279,12,64,0.0,,,,塞尔维亚
2020-07-14,18983,418,13991,0,0,0,344,13,51,0.0,,,,塞尔维亚
2020-07-15,19334,429,14047,0,0,0,351,11,56,0.0,,,,塞尔维亚
2020-07-16,19334,429,14047,0,0,0,0,0,0,0.0,,,,塞尔维亚
2020-07-17,20109,452,14799,0,0,0,775,23,752,0.0,,,,塞尔维亚
2020-07-18,20498,461,15179,0,0,0,389,9,380,0.0,,,,塞尔维亚
2020-07-19,20894,472,15564,0,0,0,396,11,385,0.0,,,,塞尔维亚
2020-07-20,21253,482,15913,0,0,0,359,10,349,0.0,,,,塞尔维亚
2020-07-21,21605,491,0,0,0,0,352,9,-15913,0.0,,,,塞尔维亚
2020-07-22,22031,499,0,0,0,0,426,8,0,0.0,,,,塞尔维亚
2020-07-23,22443,508,0,0,0,0,412,9,0,0.0,,,,塞尔维亚
2020-07-24,22852,518,0,0,0,0,409,10,0,0.0,,,,塞尔维亚
2020-07-25,22852,518,0,0,0,0,0,0,0,0.0,,,,塞尔维亚
2020-07-26,23730,534,15913,0,0,0,878,16,15913,0.0,,,,塞尔维亚
2020-07-27,24141,543,15913,0,0,0,411,9,0,0.0,,,,塞尔维亚
2020-07-28,24520,551,0,0,0,0,379,8,-15913,0.0,,,,塞尔维亚
2020-07-29,24892,558,15913,0,0,0,372,7,15913,0.0,,,,塞尔维亚
2020-07-30,25213,565,15913,0,0,0,321,7,0,0.0,,,,塞尔维亚
2020-07-31,25552,573,15913,0,0,0,339,8,0,0.0,,,,塞尔维亚
2020-08-01,25882,582,15913,0,0,0,330,9,0,0.0,,,,塞尔维亚
2020-08-02,26193,590,0,0,0,0,311,8,-15913,0.0,,,,塞尔维亚
2020-08-03,26451,598,15913,0,0,0,258,8,15913,0.0,,,,塞尔维亚
2020-08-04,26738,605,0,0,0,0,287,7,-15913,0.0,,,,塞尔维亚
2020-08-05,27033,614,15913,0,0,0,295,9,15913,0.0,,,,塞尔维亚
2020-08-06,27332,621,15913,0,0,0,299,7,0,0.0,,,,塞尔维亚
2020-08-07,27608,626,15913,0,0,0,276,5,0,0.0,,,,塞尔维亚
2020-08-08,27863,632,15913,0,0,0,255,6,0,0.0,,,,塞尔维亚
2020-08-09,28099,641,15913,0,0,0,236,9,0,0.0,,,,塞尔维亚
2020-08-11,28262,646,15913,0,0,0,163,5,0,0.0,,,,塞尔维亚
2020-02-05,24433,493,962,0,0,23260,24433,493,962,,,,3971.0,中国
2020-02-06,31161,637,1540,0,0,26359,6728,144,578,0.0,,,3230.0,中国
2020-02-07,34598,723,2052,0,0,27657,3437,86,512,0.0,,,0.0,中国
2020-02-08,37162,812,2651,0,0,28942,2564,89,599,0.0,,,3916.0,中国
2020-02-09,40224,909,3282,0,0,23589,3062,97,631,0.0,,,4008.0,中国
2020-02-10,42708,1017,3998,0,0,21675,2484,108,716,0.0,,,3536.0,中国
2020-02-11,44730,1114,4742,0,0,16067,2022,97,744,0.0,,,3342.0,中国
2020-02-12,58839,1260,5646,0,0,13435,14109,146,904,0.0,,,2807.0,中国
2020-02-13,63932,1381,6728,0,0,10109,5093,121,1082,0.0,,,2450.0,中国
2020-02-14,66575,1524,8101,0,0,8969,2643,143,1373,0.0,,,2277.0,中国
2020-02-15,68584,1666,9425,0,0,8228,2009,142,1324,0.0,,,1918.0,中国
2020-02-16,70635,1772,10853,0,0,7264,2051,106,1428,0.0,,,1563.0,中国
2020-02-17,72528,1870,12561,0,0,6242,1893,98,1708,0.0,,,1432.0,中国
2020-02-18,74279,2006,14387,0,0,5248,1751,136,1826,0.0,,,1185.0,中国
2020-02-19,75101,2121,16170,0,0,4922,822,115,1783,0.0,,,1277.0,中国
2020-02-20,75993,2239,18279,0,0,5206,892,118,2109,0.0,,,1614.0,中国
2020-02-21,76392,2348,20673,0,0,5365,399,109,2394,0.0,,,1361.0,中国
2020-02-22,76846,2445,22907,0,0,4148,454,97,2234,0.0,,,882.0,中国
2020-02-23,77262,2595,24757,0,0,3434,416,150,1850,0.0,,,620.0,中国
2020-02-24,77779,2666,27353,0,0,2824,517,71,2596,0.0,,,530.0,中国
2020-02-25,78190,2718,29775,0,0,2491,411,52,2422,0.0,,,439.0,中国
2020-02-26,78630,2747,32531,0,0,2358,440,29,2756,0.0,,,508.0,中国
2020-02-27,78959,2791,36157,0,0,2308,329,44,3626,0.0,,,452.0,中国
